sample1,,
Wavelength (nm),%T,
1105,90.5535202,
1104,90.66803741,
1103,90.60858154,
1102,90.64336395,
1101,90.54405975,
1100,90.66902924,
1099,90.62414551,
1098,90.64675903,
1097,90.66934204,
1096,90.72544861,
1095,90.6186676,
1094,90.62911224,
1093,90.69967651,
1092,90.6315918,
1091,90.70232391,
1090,90.70040131,
1089,90.65182495,
1088,90.73033905,
1087,90.6809082,
1086,90.73563385,
1085,90.62741089,
1084,90.62430573,
1083,90.6557312,
1082,90.61004639,
1081,90.65894318,
1080,90.64777374,
1079,90.57125854,
1078,90.64363098,
1077,90.66997528,
1076,90.62239838,
1075,90.62865448,
1074,90.6326828,
1073,90.58583069,
1072,90.58032227,
1071,90.5951767,
1070,90.55458069,
1069,90.48231506,
1068,90.57167816,
1067,90.51123047,
1066,90.46595764,
1065,90.56757355,
1064,90.47466278,
1063,90.40350342,
1062,90.43869019,
1061,90.38102722,
1060,90.37786102,
1059,90.39250946,
1058,90.3825531,
1057,90.35469055,
1056,90.31040192,
1055,90.37014771,
1054,90.32566071,
1053,90.37202454,
1052,90.28018951,
1051,90.30305481,
1050,90.31147003,
1049,90.25868225,
1048,90.31819916,
1047,90.2477417,
1046,90.11526489,
1045,90.23058319,
1044,90.11354828,
1043,90.10445404,
1042,90.15092468,
1041,90.0885849,
1040,90.18241119,
1039,90.11991119,
1038,90.19816589,
1037,90.05919647,
1036,90.10896301,
1035,90.12060547,
1034,90.10393524,
1033,90.05123138,
1032,90.08003998,
1031,90.12114716,
1030,90.00327301,
1029,90.04506683,
1028,90.06254578,
1027,90.06570435,
1026,90.02458954,
1025,90.0612793,
1024,90.08241272,
1023,90.11128998,
1022,90.05954742,
1021,90.08879089,
1020,90.11670685,
1019,90.08207703,
1018,89.88082123,
1017,90.09274292,
1016,90.10502625,
1015,90.10645294,
1014,90.05580902,
1013,90.05993652,
1012,90.12039185,
1011,90.11856079,
1010,90.13024139,
1009,90.10951233,
1008,90.14665985,
1007,90.17222595,
1006,90.13314056,
1005,90.21362305,
1004,90.13500214,
1003,90.20653534,
1002,90.12120819,
1001,90.21389771,
1000,90.17528534,
999,90.22087097,
998,90.17957306,
997,90.32131195,
996,90.24450684,
995,90.3086319,
994,90.35936737,
993,90.22975159,
992,90.24650574,
991,90.3364563,
990,90.34975433,
989,90.31860352,
988,90.26043701,
987,90.26416779,
986,90.21318054,
985,90.26654053,
984,90.25509644,
983,90.31092834,
982,90.40872955,
981,90.37313843,
980,90.36108398,
979,90.34335327,
978,90.3560791,
977,90.32809448,
976,90.43766785,
975,90.29811859,
974,90.39889526,
973,90.30000305,
972,90.3345871,
971,90.28058624,
970,90.3691864,
969,90.26738739,
968,90.37714386,
967,90.40978241,
966,90.40348053,
965,90.37969208,
964,90.33966827,
963,90.34604645,
962,90.42098999,
961,90.34342194,
960,90.31951141,
959,90.36915588,
958,90.40821075,
957,90.35332489,
956,90.33397675,
955,90.15962219,
954,90.2723465,
953,90.27246857,
952,90.28288269,
951,90.26772308,
950,90.26044464,
949,90.26721954,
948,90.25727844,
947,90.15048218,
946,90.16073608,
945,90.15997314,
944,90.13659668,
943,90.02043915,
942,90.03343201,
941,90.0411377,
940,89.99144745,
939,90.02210236,
938,89.84976196,
937,89.92837524,
936,89.91760254,
935,89.8296814,
934,89.87104034,
933,89.82337952,
932,89.82661438,
931,89.85174561,
930,89.74205017,
929,89.66428375,
928,89.69562531,
927,89.73126221,
926,89.64459991,
925,89.64076233,
924,89.56772614,
923,89.56452942,
922,89.5825119,
921,89.53782654,
920,89.42733765,
919,89.47884369,
918,89.46488953,
917,89.42633057,
916,89.40310669,
915,89.24839783,
914,89.23358154,
913,89.22667694,
912,89.22967529,
911,89.19923401,
910,89.17076111,
909,89.12467957,
908,89.07087708,
907,89.12341309,
906,88.95908356,
905,89.09856415,
904,89.00076294,
903,88.95079803,
902,88.78975677,
901,88.84357452,
900,88.77044678,
899,88.89791107,
898,88.73129272,
897,88.79859161,
896,88.7355423,
895,88.60890961,
894,88.75263977,
893,88.89134979,
892,88.72224426,
891,88.79383087,
890,88.77204895,
889,88.82289886,
888,88.87364197,
887,88.87582397,
886,88.90898132,
885,88.8780899,
884,88.97724152,
883,88.8482132,
882,88.85467529,
881,88.94594574,
880,88.92597961,
879,88.90946198,
878,89.07485962,
877,88.99766541,
876,89.03861237,
875,89.13542175,
874,89.04925537,
873,89.0533371,
872,89.17546844,
871,89.07711029,
870,89.20478058,
869,89.07951355,
868,89.09442902,
867,89.29615021,
866,89.20746613,
865,89.22542572,
864,89.14492798,
863,89.35056305,
862,89.26124573,
861,89.19875336,
860,89.29673767,
859,89.358078,
858,89.25765991,
857,89.33667755,
856,89.31142426,
855,89.43293762,
854,89.20006561,
853,89.30153656,
852,89.28787231,
851,89.30943298,
850,89.36388397,
849,89.3001709,
848,89.32422638,
847,89.15823364,
846,89.41709137,
845,89.26570129,
844,89.27973175,
843,89.43783569,
842,89.32006073,
841,89.49054718,
840,89.39852905,
839,89.21234894,
838,89.38760376,
837,89.28182983,
836,89.206604,
835,89.35074615,
834,89.66466522,
833,89.46202087,
832,89.31319427,
831,89.36117554,
830,89.46403503,
829,89.34853363,
828,89.54027557,
827,89.38157654,
826,89.44316864,
825,89.55998993,
824,89.16300201,
823,89.38819122,
822,89.25356293,
821,89.57272339,
820,89.74214935,
819,89.50749969,
818,89.21451569,
817,89.48886108,
816,89.37793732,
815,89.52932739,
814,89.34001923,
813,89.3844986,
812,89.29003143,
811,89.65213013,
810,89.92289734,
809,89.26378632,
808,89.37012482,
807,89.51654053,
806,89.43437958,
805,89.0905838,
804,89.07850647,
803,89.69895172,
802,88.79840088,
801,89.41017151,
800,89.19967651,
799,89.26850128,
798,91.29168701,
797,91.36943054,
796,91.16135406,
795,91.35487366,
794,91.36766052,
793,91.31485748,
792,91.23544312,
791,91.2447052,
790,91.30197906,
789,91.23839569,
788,91.19486237,
787,91.16896057,
786,91.18801117,
785,91.18876648,
784,91.04930115,
783,91.25885773,
782,91.13976288,
781,91.06759644,
780,91.15081024,
779,91.04612732,
778,91.19057465,
777,91.22770691,
776,91.06626129,
775,91.22275543,
774,91.33309937,
773,91.12503815,
772,91.10247803,
771,90.97332001,
770,90.97492218,
769,91.04324341,
768,90.96672058,
767,91.07493591,
766,90.94907379,
765,90.97045135,
764,90.81234741,
763,90.90663147,
762,90.739151,
761,90.72792053,
760,90.89759827,
759,90.73906708,
758,90.89317322,
757,90.62569427,
756,90.71363068,
755,90.70528412,
754,90.66516113,
753,90.65798187,
752,90.53582764,
751,90.54512024,
750,90.41697693,
749,90.53572845,
748,90.44647217,
747,90.38442993,
746,90.44090271,
745,90.33792114,
744,90.37953949,
743,90.27024841,
742,90.05302429,
741,90.13597107,
740,90.07604218,
739,90.07372284,
738,90.0142746,
737,89.99777222,
736,89.7786026,
735,89.95207214,
734,89.66513824,
733,89.72267914,
732,89.64395905,
731,89.55684662,
730,89.32427979,
729,89.3627243,
728,89.24030304,
727,89.13799286,
726,89.17398834,
725,89.070755,
724,88.92900085,
723,88.92617798,
722,88.59004211,
721,88.60264587,
720,88.4550705,
719,88.41407776,
718,88.27542877,
717,88.10033417,
716,87.88011932,
715,87.82223511,
714,87.61920929,
713,87.37033844,
712,87.15704346,
711,86.96134949,
710,86.7638092,
709,86.60902405,
708,86.27933502,
707,86.04750824,
706,85.93222046,
705,85.57874298,
704,85.25151062,
703,84.95204163,
702,84.76520538,
701,84.36432648,
700,83.96430969,
699,83.56798553,
698,83.23968506,
697,82.88410187,
696,82.30992889,
695,81.93062592,
694,81.44409943,
693,80.99652863,
692,80.29085541,
691,79.81699371,
690,79.15440369,
689,78.44652557,
688,77.7594223,
687,77.05220032,
686,76.38527679,
685,75.50559998,
684,74.60585785,
683,73.76547241,
682,72.84936523,
681,71.84339142,
680,70.76305389,
679,69.70790863,
678,68.54768372,
677,67.36743164,
676,66.10980225,
675,64.85100555,
674,63.42634583,
673,62.09092712,
672,60.55615997,
671,59.06702805,
670,57.50806808,
669,55.94984818,
668,54.32508469,
667,52.64447784,
666,50.96627426,
665,49.29993057,
664,47.62164688,
663,45.96142578,
662,44.27674484,
661,42.73627853,
660,41.1491394,
659,39.59015274,
658,38.16018295,
657,36.73386002,
656,35.40696716,
655,34.14517593,
654,32.94683456,
653,31.79419899,
652,30.72738647,
651,29.72020149,
650,28.77173805,
649,27.87462807,
648,27.02395248,
647,26.19120407,
646,25.42064857,
645,24.6423912,
644,23.89891815,
643,23.16132355,
642,22.41485977,
641,21.67434883,
640,20.95681953,
639,20.24031639,
638,19.51008987,
637,18.77637291,
636,18.06665039,
635,17.3538723,
634,16.64299774,
633,15.98228359,
632,15.31534386,
631,14.67884064,
630,14.07056332,
629,13.50134182,
628,12.97188568,
627,12.46578407,
626,12.02006531,
625,11.60124969,
624,11.2402153,
623,10.87276077,
622,10.58003616,
621,10.29141712,
620,10.0275135,
619,9.793416977,
618,9.557499886,
617,9.353742599,
616,9.159769058,
615,8.961055756,
614,8.770910263,
613,8.593919754,
612,8.396373749,
611,8.210609436,
610,8.022154808,
609,7.841513157,
608,7.653567791,
607,7.47192955,
606,7.303266048,
605,7.12998867,
604,6.961547375,
603,6.800695419,
602,6.648715019,
601,6.510113239,
600,6.377016544,
599,6.242863655,
598,6.135444164,
597,6.031022549,
596,5.924788952,
595,5.842433453,
594,5.753380299,
593,5.664276123,
592,5.58840847,
591,5.51588726,
590,5.441103458,
589,5.371331692,
588,5.288266659,
587,5.213249683,
586,5.137404442,
585,5.052564621,
584,4.977869034,
583,4.885189533,
582,4.803012848,
581,4.713122845,
580,4.631691933,
579,4.546619415,
578,4.451076508,
577,4.359987259,
576,4.28631258,
575,4.196075439,
574,4.108406067,
573,4.027518272,
572,3.943455696,
571,3.840022564,
570,3.755114555,
569,3.657949448,
568,3.571599007,
567,3.467786312,
566,3.359141588,
565,3.260622263,
564,3.164256811,
563,3.053657293,
562,2.949412823,
561,2.834878206,
560,2.72350955,
559,2.619138241,
558,2.509434938,
557,2.406374454,
556,2.303751707,
555,2.20757246,
554,2.100277901,
553,2.007580996,
552,1.904058099,
551,1.820545793,
550,1.725036263,
549,1.629916549,
548,1.54869318,
547,1.467041612,
546,1.379915118,
545,1.309204936,
544,1.230751038,
543,1.15946126,
542,1.096487403,
541,1.037177086,
540,0.9779661894,
539,0.9297503233,
538,0.8795074224,
537,0.831805706,
536,0.7920624614,
535,0.7530226111,
534,0.7188237906,
533,0.6896136403,
532,0.6591650844,
531,0.6361843348,
530,0.6109685898,
529,0.5928264856,
528,0.5757514238,
527,0.5596930385,
526,0.5489512086,
525,0.5401403308,
524,0.5313581824,
523,0.519461453,
522,0.5155277252,
521,0.5091481209,
520,0.5003100634,
519,0.4950895905,
518,0.4962713122,
517,0.4916933477,
516,0.4878101349,
515,0.4862623215,
514,0.4855216444,
513,0.4836264849,
512,0.4830862284,
511,0.4796927273,
510,0.4822029173,
509,0.4798483551,
508,0.4748306274,
507,0.471989125,
506,0.4783972204,
505,0.4764673412,
504,0.4725401402,
503,0.4732100368,
502,0.4726583064,
501,0.4714169204,
500,0.4645730853,
499,0.4664063454,
498,0.467769295,
497,0.4688802958,
496,0.4693005681,
495,0.466473043,
494,0.4619351029,
493,0.464856118,
492,0.4622491896,
491,0.4615630507,
490,0.4611684084,
489,0.4587017596,
488,0.4578833878,
487,0.4614795148,
486,0.4612855613,
485,0.4617286026,
484,0.461230427,
483,0.453987658,
482,0.4581418037,
481,0.4560880363,
480,0.4526698589,
479,0.4541687667,
478,0.4550243318,
477,0.4537212253,
476,0.4513439834,
475,0.4504816234,
474,0.4502148926,
473,0.4505016506,
472,0.4534184039,
471,0.4506694674,
470,0.4504679739,
469,0.4473619759,
468,0.4488380551,
467,0.4482745528,
466,0.450248003,
465,0.4484110177,
464,0.4478844404,
463,0.4467831552,
462,0.4440617263,
461,0.4438741207,
460,0.4460627735,
459,0.4420751631,
458,0.442222029,
457,0.4415085912,
456,0.4409769475,
455,0.4447157383,
454,0.4401436448,
453,0.4390416145,
452,0.4395608306,
451,0.4377658367,
450,0.4373413026,
449,0.4398653209,
448,0.4386281073,
447,0.4354197383,
446,0.4335478544,
445,0.4356016815,
444,0.435051322,
443,0.4297317863,
442,0.4328118265,
441,0.4343326092,
440,0.4297786057,
439,0.4278597832,
438,0.4299772978,
437,0.4336768389,
436,0.4318900406,
435,0.4365054071,
434,0.4260967374,
433,0.4303114414,
432,0.4277439415,
431,0.4263750315,
430,0.4279329777,
429,0.4285775721,
428,0.427475214,
427,0.4246051013,
426,0.4278895557,
425,0.4280081093,
424,0.4254975319,
423,0.4236750305,
422,0.4236017764,
421,0.4198307693,
420,0.4216923416,
419,0.4162237942,
418,0.4223813713,
417,0.4164961278,
416,0.4226405621,
415,0.4151580334,
414,0.4156033397,
413,0.4125534892,
412,0.4139758646,
411,0.4146736562,
410,0.4085999131,
409,0.415712744,
408,0.4123931229,
407,0.4077168107,
406,0.4140072167,
405,0.4080970287,
404,0.406471312,
403,0.4048361778,
402,0.4073521495,
401,0.4039048553,
400,0.4090142846,
399,0.4057970047,
398,0.3984675705,
397,0.3984842002,
396,0.3970279694,
395,0.3985625803,
394,0.3949836791,
393,0.3989285827,
392,0.3943321407,
391,0.395463407,
390,0.3935369551,
389,0.3903903961,
388,0.3878962696,
387,0.383461833,
386,0.3829464018,
385,0.3817616999,
384,0.387337625,
383,0.3863750398,
382,0.3808859289,
381,0.3800596595,
380,0.379729867,
379,0.3765963912,
378,0.3850414753,
377,0.3774901927,
376,0.3770668209,
375,0.37473768,
374,0.3699490726,
373,0.3678045571,
372,0.3633196056,
371,0.3689698875,
370,0.3671043217,
369,0.3672163785,
368,0.369217813,
367,0.3725251555,
366,0.36515975,
365,0.3685560524,
364,0.3680755198,
363,0.3646599948,
362,0.3574504554,
361,0.362523526,
360,0.3559846878,
359,0.3551384807,
358,0.3546971679,
357,0.3600459099,
356,0.3472136557,
355,0.3561424911,
354,0.3485015333,
353,0.3649623692,
352,0.3604910076,
351,0.3513155878,
350,0.3572203517,
349,0.3592044711,
348,0.2757624984,
347,0.2719375193,
346,0.2703454196,
345,0.2741197944,
344,0.2732645571,
343,0.2740885913,
342,0.2682511806,
341,0.2520801127,
340,0.292181462,
339,0.3100122511,
338,0.2711414993,
337,0.2624356747,
336,0.2651885748,
335,0.2643013,
334,0.2663230896,
333,0.2720105946,
332,0.2563173175,
331,0.2488197237,
330,0.2771950066,
329,0.2641339898,
328,0.2677586079,
327,0.2646215856,
326,0.2690223753,
325,0.2638879716,
324,0.2605846524,
323,0.2725527287,
322,0.2551772892,
321,0.2521817088,
320,0.2523609996,
319,0.2483451515,
318,0.2438346893,
317,0.2603370845,
316,0.2532598376,
315,0.2583107948,
314,0.2515636981,
313,0.2514579296,
312,0.2584669292,
311,0.2288640887,
310,0.242022559,
309,0.231903702,
308,0.2522922754,
307,0.2358372062,
306,0.2494293898,
305,0.2602480352,
304,0.2417085022,
303,0.2559907734,
302,0.2415611148,
301,0.2352794707,
300,0.2407345474,
299,0.2444453537,
298,0.2475678474,
297,0.245868817,
296,0.2388022095,
295,0.2370914221,
294,0.2292834967,
293,0.2399823219,
292,0.2335251272,
291,0.2121001184,
290,0.2288446277,
289,0.2367908657,
288,0.2292307317,
287,0.2386159897,
286,0.2101126313,
285,0.2443292886,
284,0.2318512201,
283,0.2132632285,
282,0.231332466,
281,0.2356227487,
280,0.2316722572,
279,0.2370154709,
278,0.2301099449,
277,0.2184540331,
276,0.2512250543,
275,0.2227902412,
274,0.235000968,
273,0.2266933173,
272,0.2343618572,
271,0.2203251719,
270,0.2315816432,
269,0.2253021598,
268,0.2216743827,
267,0.2291391194,
266,0.2401520759,
265,0.2211002856,
264,0.2415654063,
263,0.2476519197,
262,0.2295271456,
261,0.2334753275,
260,0.2345397621,
259,0.2574070394,
258,0.2238118798,
257,0.239890039,
256,0.2377294749,
255,0.2393090874,
254,0.2455255687,
253,0.2471636981,
252,0.24238424,
251,0.244863838,
250,0.2387219816,

sample1,
sample1
Collection Time: 16.07.2019 10:25:01
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 500
Instrument Version                8.01
Start (nm)                        2500.000
Stop (nm)                         250.000
X Mode                            Nanometers
Y Mode                            %T
Independent NIR                   On
Measurement Mode                  Auto
UV-Vis Scan Rate (nm/min)         361.446
UV-Vis Data Interval (nm)         1.00
UV-Vis Ave. Time (sec)            0.166
UV-Vis SBW (nm)                   2.000
NIR Scan Rate (nm/min)            361.446
NIR Data Interval (nm)            1.00
NIR Ave. Time (sec)               0.166
NIR Energy                        3.00
Slit Height                       Reduced
Beam Mode                         Double
Signal-to-noise Mode              Off
UV Source                         On
Vis Source                        On
Third Source                      Off
Source Changeover (nm)            350.00
Detector Changeover (nm)          800.00
Grating Changeover (nm)           800.00
Baseline Correction               On
Baseline Type                     Zero/baseline correction
Baseline File Name                C:\Data\Roland\Chrono\Kantenfilter-Sport.BSW
Baseline Std Ref File Name
Cycle Mode                        Off
Comments
Method Log     :
Method Name    : C:\Data\Methods\R tot ulbricht.MSW
Date/Time stamp: 11.07.2003 10:02:27
Method Modifications:
Opened C:\Data\Methods\R tot ulbricht.MSW
Baseline file Changed: 16.07.2019 08:14:02, Old:C:\Varian\Cary WinUV\Marc\Methods\R tot ulbricht.MSW, New:C:\Data\Methods\R tot ulbricht.MSW
Y mode Changed: 16.07.2019 08:14:58, Old:%R, New:%T
Baseline file Changed: 16.07.2019 08:15:24, Old:C:\Data\Methods\R tot ulbricht.MSW, New:
Saved as C:\Data\Roland\Chrono\Kantenfilter-Sport.BSW
Baseline file Changed: 16.07.2019 10:22:30, Old:, New:C:\Data\Roland\Chrono\Kantenfilter-Sport.BSW
End Method Modifications
<SBW (nm)> , 2.00
<Energy> , 436.52
<Slit height> , Reduced
<Current Wavelength> , 248.000

